               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.024649,            0.012148,            0.020673,             0.67688,             0.82694,             0.77813,             0.57087,            0.013526,           0.0034292,            0.010492,            0.006139,            0.006139,            0.006139
                 158,            0.024916,             0.01167,              0.0206,             0.69791,             0.81786,             0.77296,             0.57966,            0.012984,           0.0033482,            0.011299,           0.0061142,           0.0061142,           0.0061142
                 159,            0.025088,            0.011803,            0.019497,             0.68666,             0.79244,             0.76921,             0.57649,            0.012814,           0.0033815,            0.011679,           0.0060895,           0.0060895,           0.0060895
                 160,            0.024119,            0.011598,            0.018596,             0.73186,              0.7856,             0.78086,             0.58607,            0.013045,           0.0032732,            0.011439,           0.0060647,           0.0060647,           0.0060647
                 161,            0.024633,            0.011444,            0.019428,             0.72685,             0.80121,             0.80128,             0.59256,            0.013159,           0.0032081,            0.010806,             0.00604,             0.00604,             0.00604
                 162,            0.024099,            0.011507,            0.019225,             0.73894,             0.76318,             0.80592,              0.6104,            0.012455,           0.0032933,            0.011151,           0.0060152,           0.0060152,           0.0060152
                 163,            0.023571,            0.011758,            0.021016,             0.73825,             0.77508,             0.79325,             0.59614,            0.012873,           0.0031733,            0.011906,           0.0059905,           0.0059905,           0.0059905
                 164,            0.024231,            0.011618,            0.020285,              0.7418,              0.7654,             0.78538,             0.58689,            0.013616,           0.0032676,             0.01163,           0.0059658,           0.0059658,           0.0059658
                 165,            0.024347,            0.011298,            0.020186,               0.731,             0.77016,             0.79349,              0.5888,            0.012855,           0.0032254,            0.010864,            0.005941,            0.005941,            0.005941
                 166,            0.023902,            0.011645,            0.022381,             0.67723,             0.81993,             0.76871,             0.57706,            0.012849,           0.0032885,            0.012039,           0.0059163,           0.0059163,           0.0059163
                 167,            0.024499,            0.011958,            0.022035,             0.71867,             0.74471,             0.77222,             0.58887,            0.012621,           0.0032451,            0.012133,           0.0058915,           0.0058915,           0.0058915
                 168,            0.022777,            0.011263,            0.019277,             0.67789,             0.80515,             0.77376,               0.585,            0.012665,           0.0031926,            0.011271,           0.0058668,           0.0058668,           0.0058668
                 169,            0.023081,            0.011756,            0.020907,             0.72172,             0.77859,             0.76823,             0.57389,             0.01344,            0.003338,            0.010849,            0.005842,            0.005842,            0.005842
                 170,            0.022615,             0.01163,            0.019077,             0.71907,             0.82377,             0.79787,             0.59688,            0.012961,           0.0033058,            0.010023,           0.0058173,           0.0058173,           0.0058173
                 171,            0.024041,            0.011692,            0.019723,             0.71508,             0.79903,             0.79938,             0.59205,            0.013053,           0.0033665,            0.011427,           0.0057925,           0.0057925,           0.0057925
                 172,            0.023825,            0.011542,            0.020244,             0.68504,             0.82563,             0.81739,             0.61683,            0.012599,           0.0033278,            0.011356,           0.0057678,           0.0057678,           0.0057678
                 173,            0.023907,            0.011684,             0.02056,             0.71765,             0.75021,             0.80866,             0.61093,            0.012966,           0.0033225,            0.012546,            0.005743,            0.005743,            0.005743
                 174,            0.023766,            0.011663,            0.021189,             0.67708,             0.80562,             0.79521,             0.60507,            0.012591,           0.0032968,            0.012704,           0.0057183,           0.0057183,           0.0057183
                 175,            0.024293,            0.011558,            0.021104,              0.7045,             0.77343,             0.79699,             0.60748,            0.012698,           0.0032329,            0.013057,           0.0056935,           0.0056935,           0.0056935
                 176,            0.023927,            0.011473,            0.018406,              0.6574,             0.82828,             0.76885,             0.58067,            0.013015,            0.003218,            0.012682,           0.0056688,           0.0056688,           0.0056688
                 177,            0.023865,            0.011223,             0.01854,             0.70168,             0.78939,             0.79982,             0.59215,            0.012765,           0.0032562,            0.011553,            0.005644,            0.005644,            0.005644
                 178,            0.024716,            0.011742,            0.019378,             0.69992,             0.81092,             0.79635,             0.59443,            0.012618,            0.003236,            0.011765,           0.0056193,           0.0056193,           0.0056193
                 179,            0.023181,            0.011192,            0.016969,             0.75252,             0.78813,               0.801,             0.60693,            0.012706,             0.00315,            0.012627,           0.0055945,           0.0055945,           0.0055945
                 180,            0.024122,            0.011507,            0.018609,             0.71672,             0.81375,             0.80823,             0.61555,            0.012725,            0.003199,            0.011764,           0.0055698,           0.0055698,           0.0055698
                 181,            0.023023,            0.011661,            0.018416,             0.69129,             0.78303,             0.77327,               0.595,            0.012445,           0.0032495,            0.011963,            0.005545,            0.005545,            0.005545
                 182,            0.023536,            0.011854,            0.021179,             0.70202,             0.79992,             0.78045,             0.58569,            0.013185,            0.003355,            0.011434,           0.0055202,           0.0055202,           0.0055202
                 183,            0.024873,            0.010999,            0.019359,             0.70717,             0.79234,             0.77307,             0.58327,            0.013458,           0.0033479,            0.012855,           0.0054955,           0.0054955,           0.0054955
                 184,            0.022916,            0.011597,            0.020223,             0.73912,             0.76553,             0.78234,             0.60256,             0.01244,           0.0032046,            0.012583,           0.0054707,           0.0054707,           0.0054707
                 185,            0.023531,            0.011776,            0.021337,             0.68202,             0.80383,              0.7827,             0.60132,            0.012886,            0.003286,            0.011426,            0.005446,            0.005446,            0.005446
                 186,            0.023245,            0.011504,            0.019809,             0.71247,             0.80368,             0.79088,             0.60047,            0.013059,           0.0032934,            0.011477,           0.0054212,           0.0054212,           0.0054212
                 187,            0.025674,            0.011298,            0.018561,             0.73848,             0.76975,              0.7803,             0.59442,               0.013,           0.0032072,            0.012172,           0.0053965,           0.0053965,           0.0053965
                 188,            0.023046,             0.01092,            0.018264,             0.73822,             0.78536,             0.76866,             0.58862,            0.012908,           0.0032049,            0.011919,           0.0053717,           0.0053717,           0.0053717
                 189,            0.023339,            0.011138,             0.01752,             0.71466,              0.8073,             0.80663,             0.62275,            0.012767,            0.003174,            0.011398,            0.005347,            0.005347,            0.005347
                 190,            0.023561,            0.011107,            0.017928,             0.73031,             0.77662,             0.81398,             0.62733,            0.012663,           0.0031278,            0.011153,           0.0053223,           0.0053223,           0.0053223
                 191,            0.024405,            0.011133,            0.019603,             0.72322,             0.79251,             0.81302,             0.62196,            0.012165,           0.0030801,            0.010874,           0.0052975,           0.0052975,           0.0052975
                 192,            0.024113,            0.010981,            0.018769,              0.7281,             0.80041,             0.80655,             0.62625,            0.012538,           0.0031006,            0.011261,           0.0052727,           0.0052727,           0.0052727
                 193,            0.023257,             0.01127,             0.01718,             0.69781,             0.82271,             0.78466,             0.60261,            0.012708,           0.0030897,              0.0124,            0.005248,            0.005248,            0.005248
                 194,            0.023234,            0.011431,            0.018686,             0.71264,             0.78051,             0.78494,             0.60053,            0.012585,           0.0031847,            0.011975,           0.0052233,           0.0052233,           0.0052233
                 195,             0.02354,            0.011021,            0.019235,              0.6961,             0.82119,             0.76923,             0.59246,            0.012958,           0.0032085,            0.012268,           0.0051985,           0.0051985,           0.0051985
                 196,            0.022893,            0.011124,            0.018164,             0.75765,              0.7387,             0.80116,             0.62127,            0.012237,           0.0030673,            0.012597,           0.0051737,           0.0051737,           0.0051737
                 197,            0.022883,            0.011341,            0.019559,             0.74007,             0.75775,             0.80598,             0.63258,            0.012141,           0.0031213,            0.013179,            0.005149,            0.005149,            0.005149
                 198,            0.022629,            0.011115,            0.018644,             0.68702,             0.80093,             0.78229,             0.59555,            0.012449,           0.0031823,            0.012193,           0.0051243,           0.0051243,           0.0051243
                 199,            0.021335,            0.011135,             0.01829,             0.69647,             0.79397,             0.79342,             0.60434,              0.0126,           0.0032135,            0.013261,           0.0050995,           0.0050995,           0.0050995
                 200,            0.023775,            0.011502,            0.018392,             0.69939,             0.80063,             0.80596,             0.61301,            0.012694,           0.0031953,            0.012445,           0.0050747,           0.0050747,           0.0050747
                 201,            0.022894,            0.011225,            0.019295,             0.75437,              0.7815,             0.79285,             0.60264,            0.012602,           0.0032392,            0.011653,             0.00505,             0.00505,             0.00505
                 202,            0.023698,            0.011606,            0.018818,             0.71798,             0.79736,             0.80051,             0.61074,            0.012476,           0.0031103,            0.011698,           0.0050253,           0.0050253,           0.0050253
                 203,            0.022491,            0.011396,            0.017438,              0.6959,             0.80406,             0.79793,             0.61539,            0.012056,           0.0031745,            0.010504,           0.0050005,           0.0050005,           0.0050005
                 204,            0.023483,            0.011487,            0.016976,             0.72221,             0.79456,              0.7859,              0.6106,            0.012381,           0.0030991,            0.011872,           0.0049758,           0.0049758,           0.0049758
                 205,            0.023052,             0.01123,            0.017327,             0.70053,             0.79263,             0.78141,             0.60052,            0.012344,           0.0031883,            0.011616,            0.004951,            0.004951,            0.004951
                 206,            0.024576,            0.011109,            0.019017,             0.72514,             0.79061,             0.81143,             0.61403,            0.012632,           0.0031104,            0.011682,           0.0049263,           0.0049263,           0.0049263
                 207,            0.023097,            0.011461,            0.018345,             0.71032,             0.80016,             0.76934,             0.58156,            0.012868,            0.003134,            0.011818,           0.0049015,           0.0049015,           0.0049015
                 208,            0.022198,            0.011222,            0.017274,             0.72197,             0.75457,             0.77649,             0.59429,            0.012568,           0.0031204,            0.012108,           0.0048768,           0.0048768,           0.0048768
                 209,            0.022981,            0.010798,            0.017535,             0.67935,             0.80407,             0.80689,             0.62797,            0.012438,            0.003095,            0.010817,            0.004852,            0.004852,            0.004852
                 210,            0.022728,            0.011439,            0.018204,             0.66079,             0.83461,             0.80963,             0.62352,            0.012002,           0.0030627,            0.010679,           0.0048272,           0.0048272,           0.0048272
                 211,            0.023017,            0.010648,            0.018404,             0.70293,             0.79093,             0.79592,             0.61492,            0.012382,           0.0030461,            0.011471,           0.0048025,           0.0048025,           0.0048025
                 212,            0.022449,             0.01139,            0.017691,             0.69524,             0.79925,               0.802,             0.60313,            0.012474,           0.0031048,            0.011161,           0.0047778,           0.0047778,           0.0047778
                 213,            0.022825,            0.011416,            0.019135,              0.6761,             0.82999,             0.79737,             0.61318,            0.012411,           0.0031161,            0.011509,            0.004753,            0.004753,            0.004753
                 214,            0.023021,            0.011571,            0.016814,             0.72449,             0.77725,             0.80154,             0.62016,            0.012521,           0.0031617,            0.011879,           0.0047283,           0.0047283,           0.0047283
                 215,            0.021984,             0.01109,            0.017188,             0.71567,             0.76371,             0.79395,             0.60769,            0.012228,           0.0031694,            0.011773,           0.0047035,           0.0047035,           0.0047035
                 216,            0.023071,            0.010833,            0.018219,             0.71148,             0.79907,             0.80159,             0.62179,            0.012066,             0.00307,            0.010766,           0.0046788,           0.0046788,           0.0046788
                 217,            0.023423,            0.011226,            0.016539,             0.72906,             0.77826,             0.80456,             0.62949,            0.012132,           0.0030735,            0.012057,            0.004654,            0.004654,            0.004654
                 218,            0.022643,            0.011096,            0.016906,             0.69741,             0.82797,              0.7964,             0.62682,            0.011947,           0.0031133,            0.011018,           0.0046293,           0.0046293,           0.0046293
                 219,            0.022618,            0.010915,            0.017077,              0.7166,             0.79789,              0.7936,             0.61739,            0.012167,           0.0031614,            0.010985,           0.0046045,           0.0046045,           0.0046045
                 220,            0.022406,            0.010759,            0.014751,             0.72003,             0.79299,             0.79241,             0.60408,            0.012372,           0.0031755,            0.010517,           0.0045798,           0.0045798,           0.0045798
                 221,            0.022534,             0.01072,            0.016537,              0.8065,             0.77208,             0.81188,             0.62493,              0.0122,            0.003055,             0.01062,            0.004555,            0.004555,            0.004555
                 222,            0.022512,            0.011085,            0.019935,             0.75395,             0.78993,             0.81243,             0.63407,            0.011861,           0.0030847,            0.010692,           0.0045303,           0.0045303,           0.0045303
                 223,            0.022893,            0.011223,             0.01897,             0.72047,             0.81831,             0.82416,              0.6402,            0.011863,           0.0030372,            0.010794,           0.0045055,           0.0045055,           0.0045055
                 224,            0.021118,            0.010633,            0.017024,             0.76852,             0.76791,             0.82907,             0.64268,            0.012096,           0.0030611,            0.011384,           0.0044808,           0.0044808,           0.0044808
                 225,            0.022012,            0.010902,            0.017241,              0.7112,             0.82887,             0.83806,              0.6523,            0.012056,           0.0030832,            0.010843,            0.004456,            0.004456,            0.004456
                 226,            0.023079,            0.011034,            0.017268,             0.72701,             0.79412,             0.80091,             0.62354,            0.012435,           0.0031351,            0.011621,           0.0044313,           0.0044313,           0.0044313
                 227,            0.022386,            0.010683,            0.016262,             0.70994,             0.81007,                0.78,              0.6026,            0.012346,             0.00318,            0.011344,           0.0044065,           0.0044065,           0.0044065
                 228,            0.021999,            0.011354,            0.015823,             0.70187,               0.833,             0.79446,             0.61476,            0.012078,           0.0031604,            0.011109,           0.0043818,           0.0043818,           0.0043818
                 229,            0.021271,            0.011261,            0.016169,             0.70159,              0.8346,             0.79105,             0.60104,            0.012239,           0.0031876,            0.011179,            0.004357,            0.004357,            0.004357
                 230,            0.022197,            0.010772,            0.014615,             0.74904,             0.79003,             0.80555,             0.62313,            0.012003,           0.0031096,            0.011099,           0.0043323,           0.0043323,           0.0043323
                 231,            0.021428,            0.010784,            0.016678,             0.73262,             0.80193,             0.80211,             0.63139,            0.011759,           0.0030384,            0.011191,           0.0043075,           0.0043075,           0.0043075
                 232,            0.022874,            0.011087,             0.01772,             0.74584,             0.77701,             0.81633,             0.63985,            0.011981,           0.0030415,            0.011307,           0.0042828,           0.0042828,           0.0042828
                 233,            0.021466,            0.010364,            0.016236,             0.74515,              0.8122,             0.81404,             0.62987,            0.012257,           0.0031093,            0.011272,            0.004258,            0.004258,            0.004258
                 234,            0.021764,            0.010997,            0.015378,             0.76779,             0.80453,             0.81995,             0.64615,            0.012207,           0.0030709,            0.011009,           0.0042333,           0.0042333,           0.0042333
                 235,            0.022787,            0.011004,            0.017621,             0.75572,             0.78115,             0.80149,             0.62285,            0.012313,           0.0030288,            0.011874,           0.0042085,           0.0042085,           0.0042085
                 236,            0.021294,            0.010856,            0.016672,             0.71498,             0.83425,             0.82569,             0.64992,            0.011862,           0.0029921,            0.010189,           0.0041837,           0.0041837,           0.0041837
                 237,            0.021311,            0.010842,            0.015662,             0.73534,             0.83251,             0.80906,             0.63987,            0.011819,           0.0030353,            0.010344,            0.004159,            0.004159,            0.004159
                 238,            0.022422,            0.010841,            0.016802,             0.74676,             0.83788,             0.82218,             0.65161,            0.011901,           0.0030052,            0.010628,           0.0041342,           0.0041342,           0.0041342
                 239,            0.022014,            0.010822,            0.016146,             0.74592,             0.79564,             0.81573,             0.64089,            0.011834,           0.0030653,            0.010234,           0.0041095,           0.0041095,           0.0041095
                 240,            0.021714,            0.010796,            0.014956,             0.72531,             0.81506,               0.804,             0.62949,            0.011869,           0.0030908,            0.010814,           0.0040847,           0.0040847,           0.0040847
                 241,            0.022445,             0.01086,            0.015429,             0.72694,             0.85826,             0.81205,             0.63858,            0.011988,             0.00305,            0.011496,             0.00406,             0.00406,             0.00406
                 242,            0.022139,            0.010858,            0.016848,             0.77659,             0.77987,             0.81449,             0.63841,            0.011531,           0.0030575,             0.01107,           0.0040352,           0.0040352,           0.0040352
                 243,            0.021325,            0.011187,            0.015613,             0.76137,             0.79232,             0.80543,             0.62641,            0.011554,           0.0030487,            0.010623,           0.0040105,           0.0040105,           0.0040105
                 244,             0.02145,            0.010253,            0.014387,             0.76067,             0.80651,              0.7989,             0.63036,            0.011467,           0.0029875,            0.011386,           0.0039857,           0.0039857,           0.0039857
                 245,            0.020862,             0.01053,            0.014467,             0.75504,             0.79121,             0.80779,             0.63963,            0.011624,           0.0030155,            0.011538,            0.003961,            0.003961,            0.003961
                 246,            0.022232,            0.010712,            0.015402,             0.75231,             0.80036,             0.79841,             0.63296,            0.011656,           0.0029502,             0.01246,           0.0039362,           0.0039362,           0.0039362
                 247,            0.021644,             0.01094,             0.01569,             0.75028,             0.82868,             0.82771,             0.65716,            0.011309,           0.0028796,            0.011986,           0.0039115,           0.0039115,           0.0039115
                 248,             0.02169,             0.01062,            0.015059,             0.78793,             0.78839,              0.8165,             0.64534,            0.011267,           0.0029173,            0.011789,           0.0038867,           0.0038867,           0.0038867
                 249,            0.020942,            0.010522,            0.015278,             0.75619,             0.77608,             0.80758,             0.63968,            0.011365,           0.0029477,            0.012571,            0.003862,            0.003862,            0.003862
                 250,            0.020759,            0.010717,            0.015001,             0.77066,             0.76326,             0.81336,             0.63959,            0.011504,            0.002993,            0.012456,           0.0038372,           0.0038372,           0.0038372
                 251,            0.021118,            0.010336,            0.015542,             0.69756,             0.81844,              0.8308,             0.65433,            0.011307,            0.003027,            0.011977,           0.0038125,           0.0038125,           0.0038125
                 252,            0.020834,            0.011056,            0.016506,             0.70664,             0.85062,             0.82032,             0.65072,            0.011458,           0.0029376,            0.012027,           0.0037878,           0.0037878,           0.0037878
                 253,            0.021499,            0.011014,            0.016934,             0.74112,              0.8215,             0.81945,             0.65381,            0.011442,           0.0029605,            0.012511,            0.003763,            0.003763,            0.003763
                 254,            0.020609,            0.010306,            0.014427,             0.73344,             0.80809,             0.81187,             0.64115,            0.011395,            0.002974,            0.011415,           0.0037383,           0.0037383,           0.0037383
                 255,            0.021318,            0.011184,            0.015907,             0.75281,             0.80221,             0.80609,             0.64044,             0.01175,           0.0029653,             0.01206,           0.0037135,           0.0037135,           0.0037135
                 256,            0.020278,              0.0106,            0.014871,             0.76345,             0.78299,              0.8147,             0.64975,            0.011518,           0.0030172,            0.010989,           0.0036888,           0.0036888,           0.0036888
                 257,            0.020112,             0.01088,            0.014507,             0.72064,             0.81657,              0.8306,             0.66189,            0.011448,           0.0029643,            0.010358,            0.003664,            0.003664,            0.003664
                 258,            0.021161,            0.010428,            0.015013,             0.74382,             0.83231,             0.82424,              0.6651,             0.01146,           0.0029296,             0.01059,           0.0036393,           0.0036393,           0.0036393
                 259,            0.020872,            0.010769,            0.014183,             0.72693,             0.86334,             0.82307,              0.6558,            0.011596,           0.0029178,            0.010264,           0.0036145,           0.0036145,           0.0036145
                 260,            0.021437,            0.010723,            0.014525,             0.72312,             0.81474,              0.8045,             0.64687,            0.011446,           0.0029369,            0.011056,           0.0035898,           0.0035898,           0.0035898
                 261,            0.022167,            0.010775,            0.013947,             0.72952,             0.80644,             0.81121,             0.63919,            0.011642,           0.0029889,            0.011483,            0.003565,            0.003565,            0.003565
                 262,            0.022133,            0.010442,            0.016107,              0.7322,             0.81924,             0.82368,             0.65019,            0.011634,           0.0029829,            0.011314,           0.0035403,           0.0035403,           0.0035403
                 263,            0.021437,            0.010615,            0.015075,             0.76812,             0.78389,             0.81589,             0.64301,            0.011708,           0.0030084,            0.012137,           0.0035155,           0.0035155,           0.0035155
                 264,            0.020727,            0.010351,            0.014408,             0.75062,             0.81723,             0.80277,             0.63551,            0.011842,           0.0029916,            0.012398,           0.0034908,           0.0034908,           0.0034908
                 265,            0.021085,             0.01021,            0.015468,             0.70205,             0.82401,             0.80983,             0.63818,            0.011606,           0.0030229,            0.011585,            0.003466,            0.003466,            0.003466
                 266,            0.021223,            0.011037,            0.015489,             0.75772,             0.79812,             0.80481,             0.63304,            0.011687,           0.0029906,            0.011517,           0.0034413,           0.0034413,           0.0034413
                 267,             0.02068,            0.010244,            0.015309,             0.72686,             0.81772,             0.81128,             0.64232,            0.011829,           0.0029272,            0.011633,           0.0034165,           0.0034165,           0.0034165
                 268,             0.02074,            0.010672,            0.016448,             0.74187,             0.81485,             0.81432,             0.64845,            0.011598,           0.0029024,            0.010722,           0.0033918,           0.0033918,           0.0033918
                 269,            0.020466,             0.01051,            0.015553,             0.72809,             0.81596,             0.80894,             0.63556,            0.012083,           0.0029633,             0.01206,            0.003367,            0.003367,            0.003367
                 270,             0.02079,            0.010532,            0.016038,             0.75012,             0.80331,             0.83573,             0.66451,            0.011951,           0.0028656,            0.012384,           0.0033423,           0.0033423,           0.0033423
                 271,            0.020556,             0.01013,            0.015748,             0.73121,             0.84273,             0.83782,             0.67043,            0.011727,           0.0028309,            0.012325,           0.0033175,           0.0033175,           0.0033175
                 272,            0.019896,             0.01043,            0.013279,             0.79948,             0.77065,             0.82681,             0.65626,            0.011747,           0.0028783,            0.012512,           0.0032928,           0.0032928,           0.0032928
                 273,            0.021464,            0.010835,            0.014796,             0.76673,              0.7931,             0.83444,              0.6598,            0.011549,            0.002832,            0.012091,            0.003268,            0.003268,            0.003268
                 274,            0.020345,            0.010636,            0.013231,             0.80431,             0.74985,             0.82895,             0.65607,            0.011224,           0.0029019,            0.011438,           0.0032433,           0.0032433,           0.0032433
                 275,            0.020097,            0.010509,            0.013528,             0.79098,             0.76519,             0.83447,             0.65719,            0.011512,            0.002937,              0.0111,           0.0032185,           0.0032185,           0.0032185
                 276,             0.02071,            0.010256,            0.013587,             0.73415,             0.84801,             0.83318,             0.66941,            0.011392,           0.0029087,             0.01082,           0.0031938,           0.0031938,           0.0031938
                 277,            0.020628,            0.010255,            0.013289,             0.71272,             0.85542,             0.83839,             0.66909,             0.01122,           0.0029292,            0.011343,            0.003169,            0.003169,            0.003169
                 278,            0.021245,            0.010437,             0.01455,             0.75769,             0.81128,             0.83003,             0.66687,            0.011593,           0.0029309,            0.012317,           0.0031443,           0.0031443,           0.0031443
                 279,            0.020879,            0.010132,            0.014968,              0.7697,             0.78707,             0.82066,             0.65915,            0.011801,           0.0029549,            0.012127,           0.0031195,           0.0031195,           0.0031195
                 280,            0.020574,            0.010451,            0.014654,              0.7556,             0.79731,             0.81242,             0.64776,            0.011427,           0.0030241,            0.011113,           0.0030948,           0.0030948,           0.0030948
                 281,            0.020945,            0.010196,            0.013464,             0.75171,             0.81218,             0.79796,              0.6352,            0.011376,           0.0029637,            0.011775,             0.00307,             0.00307,             0.00307
                 282,            0.020336,            0.010166,            0.014753,             0.76819,             0.79114,             0.80618,             0.64569,            0.011403,           0.0029551,            0.012491,           0.0030452,           0.0030452,           0.0030452
                 283,            0.020299,            0.010099,            0.015022,             0.75894,              0.7611,             0.79881,             0.63754,            0.011541,           0.0029825,            0.012114,           0.0030205,           0.0030205,           0.0030205
                 284,             0.02064,            0.010876,            0.015019,             0.74086,             0.78074,             0.79695,              0.6305,            0.011653,           0.0030274,            0.012017,           0.0029957,           0.0029957,           0.0029957
                 285,            0.021071,            0.010422,            0.015649,             0.76473,             0.78215,              0.8135,             0.65279,             0.01124,           0.0029964,            0.011579,            0.002971,            0.002971,            0.002971
                 286,            0.021241,            0.010354,            0.014906,             0.77737,             0.78152,             0.80319,             0.64278,             0.01112,           0.0029353,            0.011234,           0.0029462,           0.0029462,           0.0029462
                 287,             0.02005,            0.010144,            0.012692,             0.75657,             0.78966,             0.80495,             0.64528,            0.011272,           0.0029508,             0.01152,           0.0029215,           0.0029215,           0.0029215
                 288,            0.019829,            0.010441,            0.013184,             0.74541,             0.79064,             0.80278,              0.6446,            0.011583,           0.0029606,             0.01195,           0.0028967,           0.0028967,           0.0028967
                 289,            0.020254,            0.010189,            0.014045,             0.73226,              0.7974,             0.80652,             0.64754,            0.011576,           0.0029444,            0.012094,            0.002872,            0.002872,            0.002872
                 290,            0.020965,            0.010012,             0.01336,             0.68285,             0.85578,              0.8113,             0.65195,            0.011251,           0.0029345,            0.012407,           0.0028472,           0.0028472,           0.0028472
                 291,            0.020456,            0.010203,            0.014163,             0.76261,             0.76741,             0.80488,             0.64885,            0.011436,           0.0029676,            0.013783,           0.0028225,           0.0028225,           0.0028225
                 292,            0.019358,            0.010013,            0.014697,             0.73627,             0.79637,             0.81862,             0.64728,            0.011313,           0.0029478,            0.012228,           0.0027977,           0.0027977,           0.0027977
                 293,            0.019168,           0.0099062,            0.011973,              0.7757,             0.76718,             0.82316,             0.65949,            0.011196,           0.0028934,            0.011974,            0.002773,            0.002773,            0.002773
                 294,            0.020022,           0.0098503,            0.013221,             0.77819,             0.76039,               0.822,              0.6545,            0.011097,           0.0029318,            0.011406,           0.0027482,           0.0027482,           0.0027482
                 295,            0.021561,            0.010217,            0.013721,             0.73258,             0.80693,             0.80396,             0.64637,            0.011263,           0.0030044,            0.012442,           0.0027235,           0.0027235,           0.0027235
                 296,            0.021358,            0.010168,            0.014357,             0.72536,             0.81364,             0.80302,             0.64494,            0.011071,           0.0030203,            0.011751,           0.0026987,           0.0026987,           0.0026987
                 297,            0.019258,           0.0098038,            0.013346,             0.71211,             0.80861,             0.81614,              0.6565,             0.01121,             0.00303,            0.011757,            0.002674,            0.002674,            0.002674
                 298,            0.019945,            0.010184,             0.01432,             0.67235,             0.87343,             0.81867,             0.66164,            0.010985,           0.0029139,            0.011259,           0.0026492,           0.0026492,           0.0026492
                 299,            0.021362,            0.010635,            0.014004,             0.72321,             0.80954,             0.81356,             0.66368,            0.011027,            0.002826,              0.0115,           0.0026245,           0.0026245,           0.0026245
                 300,             0.01976,            0.010136,            0.013765,              0.7918,             0.75502,             0.81613,             0.65916,            0.011118,           0.0028065,            0.011517,           0.0025997,           0.0025997,           0.0025997
                 301,            0.019304,             0.01017,            0.014037,               0.787,             0.77053,             0.81056,             0.65401,             0.01115,           0.0028675,            0.011628,            0.002575,            0.002575,            0.002575
                 302,            0.019544,            0.010575,            0.013215,             0.74385,             0.82938,             0.81487,             0.65204,            0.011264,           0.0029515,            0.012235,           0.0025503,           0.0025503,           0.0025503
                 303,            0.020401,            0.010258,            0.013646,             0.80244,              0.7837,             0.81316,             0.65408,            0.011305,           0.0029796,            0.012534,           0.0025255,           0.0025255,           0.0025255
                 304,            0.019596,            0.010306,            0.012376,             0.73002,             0.84764,             0.80581,             0.65088,            0.011078,           0.0028847,            0.012461,           0.0025008,           0.0025008,           0.0025008
                 305,            0.019901,            0.010312,            0.014609,             0.72953,             0.84757,             0.80693,             0.65246,            0.010962,           0.0028114,            0.012067,            0.002476,            0.002476,            0.002476
                 306,            0.019275,            0.010073,            0.012294,              0.7377,             0.84068,               0.815,             0.66205,            0.010798,           0.0027994,            0.011314,           0.0024513,           0.0024513,           0.0024513
                 307,            0.019777,            0.010108,            0.013392,             0.72184,             0.85245,             0.83056,             0.67811,            0.010806,           0.0028137,            0.011022,           0.0024265,           0.0024265,           0.0024265
                 308,            0.019123,            0.010063,            0.011617,             0.71741,              0.8367,             0.82305,             0.66728,            0.010859,           0.0028428,            0.011444,           0.0024018,           0.0024018,           0.0024018
                 309,            0.019152,           0.0099436,            0.010645,             0.75237,             0.81139,             0.82161,              0.6676,            0.010965,           0.0028399,            0.012277,            0.002377,            0.002377,            0.002377
                 310,            0.020172,           0.0099418,            0.012676,             0.75797,             0.81739,              0.8329,             0.68008,            0.010974,           0.0028494,            0.011669,           0.0023523,           0.0023523,           0.0023523
                 311,            0.019922,            0.010132,            0.013018,             0.77708,             0.82553,             0.82651,             0.67091,            0.010804,            0.002772,            0.011082,           0.0023275,           0.0023275,           0.0023275
                 312,            0.019413,           0.0096915,            0.012873,             0.80298,             0.76653,              0.8214,             0.66009,            0.010801,           0.0027781,            0.011345,           0.0023028,           0.0023028,           0.0023028
                 313,            0.020339,            0.010241,            0.015462,             0.80535,             0.76246,             0.82963,             0.66887,            0.010882,           0.0028252,            0.010737,            0.002278,            0.002278,            0.002278
                 314,            0.019314,            0.010071,            0.013364,             0.75814,             0.82198,             0.82747,             0.67063,            0.010914,           0.0028265,            0.010917,           0.0022533,           0.0022533,           0.0022533
                 315,            0.019449,            0.010054,            0.011616,             0.74769,             0.81574,             0.82583,             0.66695,            0.010838,           0.0028229,            0.011654,           0.0022285,           0.0022285,           0.0022285
                 316,            0.020412,            0.010613,            0.014528,             0.81269,             0.75045,             0.81084,             0.65801,            0.010858,           0.0028665,            0.012785,           0.0022038,           0.0022038,           0.0022038
                 317,            0.019441,            0.010177,            0.013381,             0.78622,             0.78273,             0.81929,             0.65692,            0.010818,           0.0028267,            0.012981,            0.002179,            0.002179,            0.002179
                 318,            0.018822,           0.0098722,            0.011891,             0.76135,             0.79377,             0.82084,             0.66116,            0.010907,           0.0028744,            0.012861,           0.0021543,           0.0021543,           0.0021543
                 319,            0.019989,            0.010082,            0.012306,             0.79528,             0.76637,             0.81971,             0.66171,            0.010958,           0.0029067,            0.013168,           0.0021295,           0.0021295,           0.0021295
